baronno01,Montreal Canadiens,MTL
barrado01,Minnesota North Stars,MNS
barrado01,Florida Panthers,FLO
barrato01,Carolina Hurricanes,CAR
barrato01,Buffalo Sabres,BUF
barrato01,Toronto Maple Leafs,TOR
barrato01,St. Louis Blues,STL
barrato01,Pittsburgh Penguins,PIT
barrato01,Ottawa Senators,OTT
barrda01,Boston Bruins,BOS
barrda01,New Jersey Devils,NJD
barrda01,Detroit Red Wings,DET
barrda01,St. Louis Blues,STL
barrda01,New York Rangers,NYR
barrda01,Dallas Stars,DAL
barrda01,Hartford Whalers,HAR
barrefr01,Minnesota North Stars,MNS
barrefr01,Los Angeles Kings,LAK
barrejo01,Washington Capitals,WAS
barrejo01,Detroit Red Wings,DET
barrejo01,Minnesota North Stars,MNS
barrido01,Buffalo Sabres,BUF
barrido01,Edmonton Oilers,EDO
barrido01,Alberta Oilers,ALB
barrido01,Los Angeles Kings,LAK
barrido01,Pittsburgh Penguins,PIT
barrile01,Florida Panthers,FLO
barrile01,Los Angeles Kings,LAK
barrile01,Pittsburgh Penguins,PIT
barrile01,Philadelphia Flyers,PHI
barrity01,Colorado Avalanche,COL
barryed01,Boston Bruins,BOS
barryma01,Montreal Canadiens,MTL
barryma01,New York Americans,NYA
barryma01,Detroit Red Wings,DET
barryma01,Boston Bruins,BOS
barryra01,Boston Bruins,BOS
bartelu01,St. Louis Blues,STL
bartelu01,Atlanta Thrashers,ATL
bartero01,Calgary Flames,CAL
bartero01,Vancouver Canucks,VAN
bartkma01,Boston Bruins,BOS
bartlji01,New York Rangers,NYR
bartlji01,Montreal Canadiens,MTL
bartlji01,Boston Bruins,BOS
bartocl01,New York Rangers,NYR
bartocl01,Pittsburgh Pirates,PIP
bartocl01,Philadelphia Quakers,PHQ
bartomi01,Chicago Blackhawks,CHI
bartomi01,Chicago Black Hawks,CHI
bartomi01,Buffalo Sabres,BUF
bartope01,Minnesota Wild,MIN
bartuos01,Philadelphia Flyers,PHI
bashkan01,Montreal Canadiens,MTL
bassco01,Columbus Blue Jackets,CBS
bassco01,Ottawa Senators,OTT
bassebo01,New York Islanders,NYI
bassebo01,Chicago Black Hawks,CHI
bassebo01,Calgary Flames,CAL
bassebo01,Quebec Nordiques,QUE
bassebo01,Chicago Blackhawks,CHI
bassebo01,Dallas Stars,DAL
bassebo01,St. Louis Blues,STL
basseha01,Chicago Black Hawks,CHI
basseha01,Chicago Blackhawks,CHI
basseha01,Pittsburgh Penguins,PIT
basseha01,Detroit Red Wings,DET
bastiba01,Toronto Maple Leafs,TOR
bastry01,Philadelphia Flyers,PHI
batemja01,San Diego Mariners,SDM
batessh01,New York Islanders,NYI
batessh01,Boston Bruins,BOS
bathefr01,Philadelphia Flyers,PHI
bathefr01,Detroit Red Wings,DET
bathgan01,Pittsburgh Penguins,PIT
bathgan01,Detroit Red Wings,DET
bathgan01,New York Rangers,NYR
bathgan01,Toronto Maple Leafs,TOR
bathgan01,Vancouver Blazers,VAB
bathgfr01,New York Rangers,NYR
battaba01,Carolina Hurricanes,CAR
battaba01,Toronto Maple Leafs,TOR
battaba01,Colorado Avalanche,COL
battaba01,Washington Capitals,WAS
batteca01,Regina Capitals,REG
batteje01,St. Louis Blues,STL
batyrru01,Los Angeles Kings,LAK
bauerbo01,Boston Bruins,BOS
baumaga01,Montreal Canadiens,MTL
baumaga01,Minnesota North Stars,MNS
baumgke01,Boston Bruins,BOS
baumgke01,Los Angeles Kings,LAK
baumgke01,Toronto Maple Leafs,TOR
baumgke01,Mighty Ducks of Anaheim,ANA
baumgke01,New York Islanders,NYI
baumgmi01,Kansas City Scouts,KCS
baumgno01,Philadelphia Flyers,PHI
baumgno01,Pittsburgh Penguins,PIT
baumgno01,Chicago Blackhawks,CHI
baumgno01,Dallas Stars,DAL
baumgno01,Washington Capitals,WAS
baumgno01,Chicago Black Hawks,CHI
baumgno01,Vancouver Canucks,VAN
baunbo01,Toronto Maple Leafs,TOR
baunbo01,Detroit Red Wings,DET
baunbo01,Oakland Seals,OAK
bautise01,Winnipeg Jets,WIN
bautise01,San Jose Sharks,SJS
bautise01,Detroit Red Wings,DET
bawaro01,San Jose Sharks,SJS
bawaro01,Vancouver Canucks,VAN
bawaro01,Washington Capitals,WAS
bawaro01,Mighty Ducks of Anaheim,ANA
bawlfni01,Toronto Ontarios,TOO
bawlfni01,Montreal Canadiens,MOC
bawlfni01,Montreal Wanderers,MOW
bawlfni01,Toronto Ontarios/Shamrocks,TOO
bawlfni01,Haileybury Hockey Club,HAI
baxtepa01,Calgary Flames,CAL
baxtepa01,Cleveland Crusaders,CLC
baxtepa01,Quebec Nordiques,QUE
baxtepa01,Pittsburgh Penguins,PIT
baxtepa01,Quebec Nordiques,QUN
baydary01,Carolina Hurricanes,CAR
beadlsa01,Winnipeg Jets,WIN
beaglja01,Washington Capitals,WAS
beatofr01,New York Rangers,NYR
beatofr01,Birmingham Bulls,BIR
beatofr01,Cincinnati Stingers,CIN
beatofr01,Edmonton Oilers,EDO
beattre01,Boston Bruins,BOS
beattre01,New York Americans,NYA
beattre01,Detroit Red Wings,DET
beaucfr01,Toronto Maple Leafs,TOR
beaucfr01,Montreal Canadiens,MTL
beaucfr01,Columbus Blue Jackets,CBS
beaucfr01,Anaheim Ducks,AND
beaucfr01,Mighty Ducks of Anaheim,ANA
beauder01,Florida Panthers,FLO
beaudno01,Minnesota North Stars,MNS
beaudno01,St. Louis Blues,STL
beaudno01,Winnipeg Jets,WIJ
beaudro01,228th Battalion,TOB
beaudse01,Cincinnati Stingers,CIN
beaudse01,Atlanta Flames,ATF
beaudse01,Phoenix Roadrunners,PHR
beaudse01,Birmingham Bulls,BIR
beaudse01,Vancouver Blazers,VAB
beaudyv01,Washington Capitals,WAS
beaufma01,San Jose Sharks,SJS
beaulal01,Winnipeg Jets,WIJ
beaulal01,Quebec Nordiques,QUN
beaupdo01,Ottawa Senators,OTT
beaupdo01,Toronto Maple Leafs,TOR
beaupdo01,Washington Capitals,WAS
beaupdo01,Minnesota North Stars,MNS
beaurst01,Philadelphia Flyers,PHI
beaurst01,Winnipeg Jets,WIN
beckba01,New York Rangers,NYR
beckba01,Colorado Rockies,COR
beckba01,Los Angeles Kings,LAK
beckebo01,Boston Bruins,BOS
beckfch01,St. Louis Blues,STL
bedarja01,Chicago Black Hawks,CHI
bedarja01,Chicago Blackhawks,CHI
bedarji01,Washington Capitals,WAS
beddocl01,Boston Bruins,BOS
bednaja01,Los Angeles Kings,LAK
bednaja01,Florida Panthers,FLO
bednajo01,Edmonton Oilers,EDM
bednajo01,New York Rangers,NYR
beechkr01,Washington Capitals,WAS
beechkr01,Columbus Blue Jackets,CBS
beechkr01,Vancouver Canucks,VAN
beechkr01,Nashville Predators,NAS
beechkr01,Pittsburgh Penguins,PIT
beersbo01,Tampa Bay Lightning,TBL
beersbo01,Boston Bruins,BOS
beersbo01,New York Islanders,NYI
beersbo01,Edmonton Oilers,EDM
beersed01,Calgary Flames,CAL
beersed01,St. Louis Blues,STL
beginst01,Dallas Stars,DAL
beginst01,Montreal Canadiens,MTL
beginst01,Boston Bruins,BOS
beginst01,Calgary Flames,CAL
beginst01,Nashville Predators,NAS
behlidi01,Detroit Red Wings,DET
behrema01,Winnipeg Jets,WIN
beislfr01,New York Americans,NYA
bekarde01,St. Louis Blues,STL
bekarde01,New York Islanders,NYI
bekarde01,Los Angeles Kings,LAK
belakwa01,Calgary Flames,CAL
belakwa01,Colorado Avalanche,COL
belakwa01,Toronto Maple Leafs,TOR
belakwa01,Nashville Predators,NAS
belakwa01,Florida Panthers,FLO
belanal01,Toronto Maple Leafs,TOR
belaner01,Minnesota Wild,MIN
belaner01,Los Angeles Kings,LAK
belaner01,Atlanta Thrashers,ATL
belaner01,Edmonton Oilers,EDM
belaner01,Carolina Hurricanes,CAR
belaner01,Washington Capitals,WAS
belaner01,Phoenix Coyotes,PHO
belanfr01,Montreal Canadiens,MTL
belanje01,Florida Panthers,FLO
belanje01,New York Islanders,NYI
belanje01,Montreal Canadiens,MTL
belanje01,Edmonton Oilers,EDM
belanje01,Vancouver Canucks,VAN
belanke01,Toronto Maple Leafs,TOR
belanke01,Boston Bruins,BOS
belanke01,New York Islanders,NYI
belanke01,Los Angeles Kings,LAK
belanro01,Pittsburgh Penguins,PIT
belanyv01,Boston Bruins,BOS
belanyv01,St. Louis Blues,STL
belanyv01,Atlanta Flames,ATF
belesma01,Anaheim Ducks,AND
belfoed01,San Jose Sharks,SJS
belfoed01,Chicago Blackhawks,CHI
belfoed01,Toronto Maple Leafs,TOR
belfoed01,Chicago Black Hawks,CHI
belfoed01,Dallas Stars,DAL
belfoed01,Florida Panthers,FLO
belhumi01,Washington Capitals,WAS
belhumi01,Philadelphia Flyers,PHI
belisda01,New York Rangers,NYR
belivje01,Montreal Canadiens,MTL
belivma01,Montreal Canadiens,MOC
bellane01,Pittsburgh Penguins,PIT
bellane01,Vancouver Canucks,VAN
bellawa01,Montreal Shamrocks,MOS
bellbi01,Ottawa Senators,OT1
bellbi01,Montreal Wanderers,MOW
bellbi01,Ottawa Senators,OTS
bellbi01,Montreal Canadiens,MTL
bellbi01,Montreal Wanderers,MTW
bellbr01,St. Louis Blues,STL
bellbr01,Quebec Nordiques,QUE
bellbr01,New York Rangers,NYR
bellbr01,Edmonton Oilers,EDM
bellbr02,New York Rangers,NYR
bellbr02,Phoenix Coyotes,PHO
bellbr02,Ottawa Senators,OTT
bellbr02,Toronto Maple Leafs,TOR
bellean01,Montreal Maroons,MTM
bellebl01,Columbus Blue Jackets,CBS
bellepe01,Toronto St. Patricks,TRS
bellepe01,Detroit Cougars,DTC
bellesh01,Minnesota Wild,MIN
bellesh01,Edmonton Oilers,EDM
bellesh01,Montreal Canadiens,MTL
bellesh01,Colorado Avalanche,COL
bellgo01,New York Rangers,NYR
bellgo01,Toronto Maple Leafs,TOR
bellha01,New York Rangers,NYR
belljo01,New York Rangers,NYR
bellma01,Toronto Maple Leafs,TOR
bellma01,Chicago Black Hawks,CHI
bellma01,San Jose Sharks,SJS
bellma01,Chicago Blackhawks,CHI
bellma01,Anaheim Ducks,AND
bellobr01,Minnesota North Stars,MNS
bellobr01,Mighty Ducks of Anaheim,ANA
bellobr01,Washington Capitals,WAS
bellobr01,Tampa Bay Lightning,TBL
bellobr01,Montreal Canadiens,MTL
bendaja01,Washington Capitals,WAS
bendli01,New York Rangers,NYR
benedcl01,Ottawa Senators,OT1
benedcl01,Ottawa Senators,OTS
benedcl01,Montreal Maroons,MTM
benne01,Portland Rosebuds,PO1
bennead01,Edmonton Oilers,EDM
bennead01,Chicago Blackhawks,CHI
bennead01,Chicago Black Hawks,CHI
bennebi01,Boston Bruins,BOS
bennebi01,Hartford Whalers,HAR
bennecu01,New York Rangers,NYR
bennecu01,St. Louis Blues,STL
bennecu01,Atlanta Flames,ATF
bennefr01,Detroit Red Wings,DET
benneha01,Boston Bruins,BOS
benneha02,St. Louis Blues,STL
benneha02,Washington Capitals,WAS
benneha02,Minnesota North Stars,MNS
benneha02,Pittsburgh Penguins,PIT
benneha02,Philadelphia Flyers,PHI
bennejo01,Philadelphia Blazers,PHB
bennema01,Montreal Canadiens,MTL
benneri01,New York Rangers,NYR
bennewe01,Phoenix Roadrunners,PHR
bennibr01,Philadelphia Flyers,PHI
bennibr01,Edmonton Oilers,EDM
bennibr01,Los Angeles Kings,LAK
bennibr01,St. Louis Blues,STL
bennibr01,Florida Panthers,FLO
benniji01,Toronto Maple Leafs,TOR
benniji01,Vancouver Canucks,VAN
bennja01,Dallas Stars,DAL
bennjo01,Dallas Stars,DAL
benoian01,Ottawa Senators,OTT
benoijo01,Montreal Canadiens,MTL
bensobi01,Brooklyn Americans,BKN
bensobi01,New York Americans,NYA
bensobo01,Saskatoon Sheiks,SAS
bensobo01,Saskatoon/Moose Jaw Sheiks,SMJ
bensobo01,Edmonton Eskimos,EDE
bensobo01,Calgary Tigers,CAT
bensobo01,Boston Bruins,BOS
bensoco01,Saskatoon/Moose Jaw Sheiks,SMJ
bensoco01,Portland Rosebuds,PO1
bentise01,New York Islanders,NYI
bentldo01,Chicago Black Hawks,CHI
bentldo01,New York Rangers,NYR
bentldo01,Chicago Blackhawks,CHI
bentlma01,Chicago Blackhawks,CHI
bentlma01,Chicago Black Hawks,CHI
bentlma01,New York Rangers,NYR
bentlma01,Toronto Maple Leafs,TOR
bentlre01,Chicago Black Hawks,CHI
bentlre01,Chicago Blackhawks,CHI
benysla01,Minnesota Wild,MIN
benysla01,Edmonton Oilers,EDM
benzeji01,Alberta Oilers,ALB
benzeji01,Quebec Nordiques,QUN
benzeji01,Chicago Cougars,CHC
beralpa01,Boston Bruins,BOS
beranjo01,Philadelphia Flyers,PHI
beranjo01,Pittsburgh Penguins,PIT
beranjo01,Edmonton Oilers,EDM
beranjo01,Vancouver Canucks,VAN
berarbr01,New York Islanders,NYI
berarbr01,Chicago Black Hawks,CHI
berarbr01,Chicago Blackhawks,CHI
berarbr01,Boston Bruins,BOS
berarbr01,New York Rangers,NYR
berarbr01,Toronto Maple Leafs,TOR
berarbr01,Columbus Blue Jackets,CBS
berehdr01,Nashville Predators,NAS
berehdr01,Vancouver Canucks,VAN
berehdr01,Toronto Maple Leafs,TOR
berehdr01,Edmonton Oilers,EDM
berehdr01,Pittsburgh Penguins,PIT
berehdr01,Phoenix Coyotes,PHO
berenbu01,Nashville Predators,NAS
berenre01,St. Louis Blues,STL
berenre01,New York Rangers,NYR
berenre01,Montreal Canadiens,MTL
berenre01,Detroit Red Wings,DET
berezpe01,Calgary Flames,CAL
berezpe01,San Jose Sharks,SJS
berezpe01,Minnesota North Stars,MNS
berezse01,Chicago Blackhawks,CHI
berezse01,Montreal Canadiens,MTL
berezse01,Toronto Maple Leafs,TOR
berezse01,Chicago Black Hawks,CHI
berezse01,Washington Capitals,WAS
berezse01,Phoenix Coyotes,PHO
bergak01,Toronto Maple Leafs,TOR
bergak01,Los Angeles Kings,LAK
bergbi01,Ottawa Senators,OTT
bergbi01,New York Rangers,NYR
bergbi01,New York Islanders,NYI
bergbi01,Toronto Maple Leafs,TOR
bergdfr01,Boston Bruins,BOS
bergeje01,Montreal Canadiens,MTL
bergeje01,Tampa Bay Lightning,TBL
bergeje01,Los Angeles Kings,LAK
bergema01,Chicago Black Hawks,CHI
bergema01,Chicago Blackhawks,CHI
bergema01,Vancouver Canucks,VAN
bergema01,Hartford Whalers,HAR
bergema01,St. Louis Blues,STL
bergema01,Tampa Bay Lightning,TBL
bergema01,New York Islanders,NYI
bergema01,Pittsburgh Penguins,PIT
bergema01,Detroit Red Wings,DET
bergema02,Minnesota Wild,MIN
bergema02,Edmonton Oilers,EDM
bergema02,Anaheim Ducks,AND
bergema02,Tampa Bay Lightning,TBL
bergema02,New York Islanders,NYI
bergema02,Montreal Canadiens,MTL
bergemi01,Washington Capitals,WAS
bergemi01,Detroit Red Wings,DET
bergemi01,New York Islanders,NYI
bergemi02,Minnesota North Stars,MNS
bergepa01,Boston Bruins,BOS
bergese01,Florida Panthers,FLO
bergese01,New York Islanders,NYI
bergese01,Tampa Bay Lightning,TBL
bergeto01,Philadelphia Flyers,PHI
bergeyv01,Pittsburgh Penguins,PIT
bergeyv01,Quebec Nordiques,QUN
bergfni01,New Jersey Devils,NJD
bergfni01,Florida Panthers,FLO
bergfni01,Atlanta Thrashers,ATL
bergfni01,Nashville Predators,NAS
bergkst01,Pittsburgh Penguins,PIT
berglbi01,New England Whalers,NEW
berglbo01,Minnesota North Stars,MNS
berglbo02,Quebec Nordiques,QUE
berglbo02,Minnesota North Stars,MNS
berglbo02,Philadelphia Flyers,PHI
berglch01,New Jersey Devils,NJD
berglch01,Florida Panthers,FLO
berglpa01,St. Louis Blues,STL
berglti01,Tampa Bay Lightning,TBL
berglti01,Washington Capitals,WAS
bergmga01,Detroit Red Wings,DET
bergmga01,Minnesota North Stars,MNS
bergmga01,Kansas City Scouts,KCS
bergmth01,Detroit Red Wings,DET
bergmth01,Winnipeg Jets,WIJ
bergqjo01,Calgary Flames,CAL
berkhad01,Atlanta Thrashers,ATL
berlilo01,Pittsburgh Pirates,PIP
berlilo01,Montreal Canadiens,MTL
berlilo01,Haileybury Hockey Club,HAI
berlilo01,Montreal Maroons,MTM
berlilo01,Montreal Canadiens,MOC
berlilo01,Saskatoon Crescents,SAC
bernhti01,Calgary Flames,CAL
bernhti01,Toronto Maple Leafs,TOR
berniar01,Les Canadiens,LES
berniar01,Montreal Wanderers,MOW
berniar01,Montreal Canadiens,MOC
bernije01,Quebec Nordiques,QUN
bernijo01,Los Angeles Kings,LAK
bernise01,Quebec Nordiques,QUE
bernise01,Quebec Nordiques,QUN
bernise01,Philadelphia Flyers,PHI
bernise01,Los Angeles Kings,LAK
bernist01,Florida Panthers,FLO
bernist01,San Jose Sharks,SJS
bernist01,Buffalo Sabres,BUF
bernist01,New Jersey Devils,NJD
bernist01,Vancouver Canucks,VAN
berrybo01,Los Angeles Kings,LAK
berrybo01,Montreal Canadiens,MTL
berrybr01,Minnesota North Stars,MNS
berrybr01,Dallas Stars,DAL
berrybr01,Winnipeg Jets,WIN
berrydo01,Edmonton Oilers,EDO
berrydo01,Colorado Rockies,COR
berryfr01,Detroit Red Wings,DET
berryke01,Vancouver Canucks,VAN
berryke01,Edmonton Oilers,EDM
berryri01,Washington Capitals,WAS
berryri01,Pittsburgh Penguins,PIT
berryri01,Colorado Avalanche,COL
berthda01,Los Angeles Kings,LAK
berthda01,Ottawa Senators,OTT
berthda01,Winnipeg Jets,WIN
berthda01,Minnesota North Stars,MNS
berthda01,Boston Bruins,BOS
bertiad01,Chicago Blackhawks,CHI
bertiad01,Chicago Black Hawks,CHI
bertrer01,Montreal Canadiens,MTL
bertrer01,New Jersey Devils,NJD
bertrer01,Atlanta Thrashers,ATL
bertrlo01,Montreal Canadiens,MOC
bertuto01,Detroit Red Wings,DET
bertuto01,Anaheim Ducks,AND
bertuto01,Florida Panthers,FLO
bertuto01,New York Islanders,NYI
bertuto01,Vancouver Canucks,VAN
bertuto01,Calgary Flames,CAL
berubcr01,Philadelphia Flyers,PHI
berubcr01,New York Islanders,NYI
berubcr01,Washington Capitals,WAS
berubcr01,Calgary Flames,CAL
berubcr01,Toronto Maple Leafs,TOR
besleph01,Chicago Blackhawks,CHI
besleph01,Boston Bruins,BOS
besleph01,Chicago Black Hawks,CHI
besleph01,Detroit Red Wings,DET
bessope01,Detroit Red Wings,DET
besteal01,Dallas Stars,DAL
besteal01,Detroit Red Wings,DET
besteal01,Toronto Maple Leafs,TOR
bethejo01,Winnipeg Jets,WIN
betikka01,Tampa Bay Lightning,TBL
betsma01,Mighty Ducks of Anaheim,ANA
bettisa01,Boston Bruins,BOS
bettsbl01,Calgary Flames,CAL
bettsbl01,Philadelphia Flyers,PHI
bettsbl01,New York Rangers,NYR
beukeje01,Edmonton Oilers,EDM
beukeje01,New York Rangers,NYR
beverbi01,Montreal Maroons,MTM
beverbi01,Ottawa Senators,OTS
beverbi01,Detroit Cougars,DTC
beverbi01,St. Louis Eagles,STE
beverbi01,New York Rangers,NYR
beverni01,Boston Bruins,BOS
beverni01,Pittsburgh Penguins,PIT
beverni01,Minnesota North Stars,MNS
beverni01,New York Rangers,NYR
beverni01,Los Angeles Kings,LAK
beverni01,Colorado Rockies,COR
bezakma01,Czechoslovakia,CZE
bezingo01,Phoenix Coyotes,PHO
bialodw01,Minnesota North Stars,MNS
bialodw01,Atlanta Flames,ATF
bialofr01,Toronto Maple Leafs,TOR
biancwa01,Pittsburgh Penguins,PIT
biancwa01,Edmonton Oilers,EDM
bibeapa01,Toronto Maple Leafs,TOR
bibeapa01,Chicago Blackhawks,CHI
bibeapa01,Chicago Black Hawks,CHI
bibeapa01,Boston Bruins,BOS
bibeapa01,Montreal Canadiens,MTL
bicanra01,Ottawa Senators,OTT
bicanra01,Chicago Blackhawks,CHI
bicanra01,Chicago Black Hawks,CHI
bicanra01,Columbus Blue Jackets,CBS
bicekji01,New Jersey Devils,NJD
bickebr01,Chicago Blackhawks,CHI
bickebr01,Chicago Black Hawks,CHI
bickest01,New York Rangers,NYR
bidneto01,Washington Capitals,WAS
biekske01,Vancouver Canucks,VAN
bierkza01,Phoenix Coyotes,PHO
bierkza01,Minnesota Wild,MIN
bierkza01,Tampa Bay Lightning,TBL
biggsdo01,Minnesota North Stars,MNS
biggsdo01,Philadelphia Flyers,PHI
bignela01,Pittsburgh Penguins,PIT
bignela01,Denver Spurs/Ottawa Civics,DOT
biljazi01,Soviet All Stars,SOV
billicr01,Washington Capitals,WAS
billicr01,Ottawa Senators,OTT
billicr01,Boston Bruins,BOS
billicr01,New Jersey Devils,NJD
billicr01,Colorado Avalanche,COL
bilodgi01,Quebec Nordiques,QUN
bilodgi01,Toronto Toros,TOT
bilodgi01,Quebec Nordiques,QUE
bilodgi01,Birmingham Bulls,BIR
bilodyv01,Calgary Cowboys,CAC
binetan01,Montreal Canadiens,MTL
binklle01,Ottawa Nationals,OTN
binklle01,Pittsburgh Penguins,PIT
binklle01,Toronto Toros,TOT
binnebi01,Calgary Tigers,CAT
binnebi01,Saskatoon/Moose Jaw Sheiks,SMJ
binnebi01,Edmonton Eskimos,EDE
biondja01,Toronto Maple Leafs,TOR
biondja01,Boston Bruins,BOS
bironma01,Philadelphia Flyers,PHI
bironma01,Buffalo Sabres,BUF
bironma01,New York Rangers,NYR
bironma01,New York Islanders,NYI
bironma02,Florida Panthers,FLO
bironma02,Washington Capitals,WAS
bironma02,Tampa Bay Lightning,TBL
bironma02,New York Islanders,NYI
bisaise01,Edmonton Oilers,EDM
bishami01,Edmonton Oilers,EDM
bishobe01,Ottawa Senators,OTT
bishobe01,St. Louis Blues,STL
bisseto01,Detroit Red Wings,DET
bissopa01,Pittsburgh Penguins,PIT
bissopa01,Phoenix Coyotes,PHO
bittnri01,Boston Bruins,BOS
bitzby01,Boston Bruins,BOS
bitzby01,Vancouver Canucks,VAN
bitzby01,Florida Panthers,FLO
bjugssc01,Minnesota North Stars,MNS
bjugssc01,Pittsburgh Penguins,PIT
bjugssc01,Los Angeles Kings,LAK
blachce01,Montreal Wanderers,MOW
blackbi01,Indianapolis Racers,IND
blackbo01,New York Rangers,NYR
blackbo01,Pittsburgh Penguins,PIT
blackda01,New York Rangers,NYR
blackdo01,New York Islanders,NYI
blackdo01,Minnesota North Stars,MNS
blackdo01,Boston Bruins,BOS
blackdo01,New England Whalers,NEW
blackdo01,New York Rangers,NYR
blackdo01,Philadelphia Flyers,PHI
blackja01,Minnesota North Stars,MNS
blackja01,Dallas Stars,DAL
blackja01,Hartford Whalers,HAR
blackja01,Buffalo Sabres,BUF
blackja01,Chicago Black Hawks,CHI
blackja01,Chicago Blackhawks,CHI
blackja01,Washington Capitals,WAS
blackmi01,Winnipeg Jets,WIJ
blackst01,Detroit Red Wings,DET
blackst01,Chicago Black Hawks,CHI
blackst01,Chicago Blackhawks,CHI
bladeha01,Chicago Black Hawks,CHI
bladeha01,Chicago Blackhawks,CHI
bladoto01,Pittsburgh Penguins,PIT
bladoto01,Detroit Red Wings,DET
bladoto01,Philadelphia Flyers,PHI
bladoto01,Edmonton Oilers,EDM
bladoto01,Winnipeg Jets,WIN
blainga01,Montreal Canadiens,MTL
blainja01,Quebec Nordiques,QUN
blairan01,Toronto Maple Leafs,TOR
blairan01,Chicago Black Hawks,CHI
blairan01,Chicago Blackhawks,CHI
blairch01,Toronto Maple Leafs,TOR
blairdu01,Toronto Maple Leafs,TOR
blaismi01,New York Rangers,NYR
blaismi01,Toronto Maple Leafs,TOR
blaismi01,Detroit Red Wings,DET
blaismi01,Pittsburgh Penguins,PIT
blakebo01,Boston Bruins,BOS
blakeja01,Toronto Maple Leafs,TOR
blakeja01,New York Islanders,NYI
blakeja01,Anaheim Ducks,AND
blakeja01,Los Angeles Kings,LAK
blakemi01,Toronto Maple Leafs,TOR
blakemi01,Montreal Maroons,MTM
blakemi01,St. Louis Eagles,STE
blakemi02,Los Angeles Kings,LAK
blakero01,Los Angeles Kings,LAK
blakero01,San Jose Sharks,SJS
blakero01,Colorado Avalanche,COL
blaketo01,Montreal Canadiens,MTL
blaketo01,Montreal Maroons,MTM
blancbe01,Alberta Oilers,ALB
blancbe01,Chicago Cougars,CHC
blancbo01,San Diego Mariners,SDM
blatnzd01,Boston Bruins,BOS
blatnzd01,Atlanta Thrashers,ATL
blighri01,Los Angeles Kings,LAK
blighri01,Vancouver Canucks,VAN
blincru01,Chicago Blackhawks,CHI
blincru01,Chicago Black Hawks,CHI
blincru01,Montreal Maroons,MTM
bliznma01,Vancouver Canucks,VAN
blockke01,Indianapolis Racers,IND
blockke01,Vancouver Canucks,VAN
blockke01,New York Raiders,NRA
blockke01,New York Golden Blades/Jersey Knights,NYJ
blockke01,San Diego Mariners,SDM
bloemje01,New York Rangers,NYR
blomqti01,Washington Capitals,WAS
blomqti01,New Jersey Devils,NJD
blomsar01,Los Angeles Kings,LAK
blomsar01,Winnipeg Jets,WIN
bloommi01,Washington Capitals,WAS
bloommi01,Detroit Red Wings,DET
blouisy01,Montreal Canadiens,MTL
blouisy01,Minnesota Wild,MIN
blouisy01,New York Rangers,NYR
bluejo01,Buffalo Sabres,BUF
bluejo01,Boston Bruins,BOS
blumfr01,Ottawa Nationals,OTN
blumfr01,Winnipeg Jets,WIJ
blumfr01,Toronto Toros,TOT
blumjo01,Detroit Red Wings,DET
blumjo01,Boston Bruins,BOS
blumjo01,Edmonton Oilers,EDM
blumjo01,Washington Capitals,WAS
blumjo02,Nashville Predators,NAS
blundmi01,Chicago Blackhawks,CHI
blundmi01,Columbus Blue Jackets,CBS
blundmi01,Chicago Black Hawks,CHI
blundmi01,Montreal Canadiens,MTL
bobrose01,Philadelphia Flyers,PHI
bochebr01,Chicago Blackhawks,CHI
bochebr01,Ottawa Senators,OTT
bochebr01,Chicago Black Hawks,CHI
bochebr01,Boston Bruins,BOS
bochebr01,Tampa Bay Lightning,TBL
bochebr01,Anaheim Ducks,AND
bochebr01,Nashville Predators,NAS
bodakbo01,Calgary Flames,CAL
bodakbo01,Hartford Whalers,HAR
boddygr01,Vancouver Canucks,VAN
boddygr01,Edmonton Oilers,EDO
boddygr01,San Diego Mariners,SDM
bodgedo01,New Jersey Devils,NJD
bodgedo01,Vancouver Canucks,VAN
bodgedo01,Los Angeles Kings,LAK
bodgedo01,San Jose Sharks,SJS
bodgedo01,Buffalo Sabres,BUF
bodgedo01,Pittsburgh Penguins,PIT
